iddespesa,alimentacao
793673,90.0
793674,33.02
793809,187.0
793824,90.0
793825,35.5
793973,1989.0
793974,60.0
793975,24.57
793987,70.0
793989,24.03
793998,20.0
793999,35.66
794140,90.0
794141,34.38
794157,16.0
794160,5.99
794161,7.29
794162,7.29
794166,80.0
794167,35.28
794182,100.0
794183,23.18
794267,60.0
794268,35.77
794301,80.0
794302,24.41
794303,1742.0
794306,9.0
794307,8.0
794308,8.0
794324,40.0
794325,24.22
794329,50.0
794330,34.11
794420,100.0
794421,36.48
794429,65.35
794433,80.0
794434,35.47
794516,80.0
794517,34.27
794523,187.0
794528,92.7
794532,60.0
794533,34.38
794544,1844.0
794731,90.0
794732,24.43
794738,70.0
794739,34.68
794753,80.0
794754,34.57
794783,8.0
794785,64.0
794786,70.0
794787,36.58
794851,40.0
794852,25.36
794874,60.0
794875,34.63
794884,60.0
794885,35.33
794887,1677.0
794893,50.0
794894,26.17
794938,60.0
794939,25.25
794942,80.0
794943,36.5
794955,60.0
794956,36.07
795028,50.0
795029,36.1
795040,40.0
795041,34.57
795043,187.0
795081,4060.03
795192,50.0
795193,32.43
