iddespesa,alimentacao
795747,6800.0
796894,70.0
796895,23.76
796898,60.0
796899,23.65
796918,40.0
796919,17.25
796931,1755.0
796936,50.0
796937,34.49
797053,2.99
797060,20.0
797061,35.47
797077,70.0
797078,35.58
797354,80.0
797355,35.01
797362,1898.0
797369,60.0
797370,23.73
797374,50.0
797375,20.06
797379,60.0
797380,35.17
797436,30.0
797437,34.55
797442,60.0
797443,34.52
797449,60.0
797450,34.52
797458,50.0
797459,33.95
797470,1950.0
797471,111.11
797475,70.0
797476,24.14
797553,50.0
797554,24.54
797557,70.0
797558,34.55
797595,70.0
797596,34.44
797598,7.5
797604,60.0
797605,37.05
797653,80.0
797654,35.23
797827,60.0
797828,36.29
797831,2015.0
797833,70.0
797834,23.57
797838,40.0
797839,24.76
797841,50.0
797842,34.38
797857,5.98
797859,50.0
797860,34.46
797866,22.0
797868,80.0
797869,34.25
797879,50.0
797880,35.2
797885,340.0
798151,70.0
798152,33.32
798155,1911.0
798156,90.0
798157,24.22
798160,60.0
798161,23.89
798164,33.3
798187,6410.0
