iddespesa,alimentacao
834917,110.0
834918,90.0
835058,60.0
835059,26.34
835063,30.0
835064,24.71
835066,60.0
835067,35.58
835071,25.0
835078,70.0
835079,35.61
835117,70.0
835118,35.04
835127,50.0
835128,36.12
835131,30.0
835137,50.0
835138,34.65
835154,60.0
835155,25.69
835163,50.0
835164,32.26
835171,50.0
835172,38.32
835384,40.0
835385,35.12
835399,92.48
835400,50.0
835401,36.67
835418,60.0
835419,35.25
835428,60.0
835429,35.01
835435,208.89
835437,50.0
835438,25.52
835494,70.0
835495,26.34
835497,60.0
835498,35.52
835552,221.0
835558,50.0
835559,36.1
835566,40.0
835567,34.98
835749,64.38
835753,70.0
835754,35.63
835758,60.0
835759,35.5
835768,40.0
835769,25.22
836062,60.0
836063,25.49
836064,30.0
836065,35.04
836071,60.0
836072,34.96
836085,40.0
836086,34.6
836091,50.0
836092,34.42
836143,40.0
836144,36.04
836272,2171.0
836343,2301.0
836404,2184.0
836456,2368.0
836524,60.0
836525,25.6
836534,40.0
836535,25.88
836537,30.0
836538,33.95
836571,60.0
836572,35.71
836577,221.0
836584,60.0
836585,35.61
836589,6530.0
