iddespesa,alimentacao
787317,39.9
787319,30.67
787353,103.0
787368,70.0
787369,25.11
787375,70.0
787376,25.74
787378,50.0
787379,35.04
787574,50.0
787575,35.85
787576,4581.67
787577,23.4
787579,100.0
787590,10.0
787601,170.0
787647,70.0
787649,36.83
787710,13.0
787711,50.0
787712,34.33
787719,22.0
787720,10.0
787738,60.0
787739,23.46
787919,50.0
787920,24.95
787921,1963.0
787924,40.0
787925,24.11
787931,40.0
787932,35.04
787983,50.0
787984,36.04
787989,237.6
788004,70.0
788005,35.77
788320,47.0
788326,60.0
788327,35.9
788331,28.0
788354,70.0
788355,35.64
788361,13.0
788363,2106.0
788371,734.8
788376,70.0
788377,25.01
788383,60.0
788384,24.41
788386,40.0
788387,34.71
788467,33.0
788468,50.0
788469,35.58
788531,20.0
788532,34.84
788537,79.0
788539,10.0
788540,34.87
788607,40.0
788608,25.09
788612,30.0
788613,24.84
788614,2106.0
788618,80.0
788619,10.0
788620,20.77
788621,20.0
788622,35.52
788636,52.0
788637,186.0
788643,40.0
788644,33.57
788653,60.0
788654,35.58
788971,37.9
788977,34.4
788981,90.0
788982,34.14
788986,250.0
788991,80.0
788992,34.82
788996,2145.0
788998,70.0
788999,34.65
789003,6900.0
