iddespesa,alimentacao
845378,80.0
845379,34.19
845390,70.0
845391,36.8
845660,70.0
845661,36.61
845800,60.0
845801,34.33
845810,130.2
845812,60.0
845813,24.03
845820,70.0
845821,25.25
845824,50.0
845825,36.1
845863,70.0
845864,35.77
846145,40.0
846146,33.81
846162,70.0
846163,36.15
846190,221.76
846194,70.0
846195,34.55
846206,70.0
846207,24.49
846212,50.0
846213,25.85
846267,40.0
846268,36.01
846289,70.0
846290,33.68
846466,144.0
846479,60.0
846480,34.17
846489,152.0
846492,60.0
846493,36.18
846498,204.6
846503,60.0
846504,33.3
846513,50.0
846515,60.0
846516,25.71
846533,50.0
846535,24.41
846541,60.0
846542,29.79
846574,70.0
846575,35.01
846581,60.0
846582,34.87
846589,50.0
846590,34.87
846595,30.0
846596,35.8
846611,60.0
846612,25.52
846617,60.0
846618,24.57
846620,50.0
846621,34.65
846768,2158.0
846991,1976.0
847115,2028.0
847218,1924.0
847315,3848.0
847318,20.3
847335,50.0
847336,34.87
847347,60.0
847348,34.27
847354,60.0
847355,35.42
847359,7130.0
